Timestamp,Consumption,SensID,Token,FluksoID,SensType,Building,Type
2015-07-12 17:21:52,1867,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-19 03:56:16,1837,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-27 13:22:12,2676,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-18 23:21:42,1424,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-27 08:44:13,1901,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-23 11:20:00,1344,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-05-10 19:26:57,2954,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-03 21:25:58,1250,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-25 16:35:24,2352,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-08 13:44:30,2634,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-11 12:12:41,2376,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-03 21:17:52,2224,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-22 06:38:42,2228,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-12 14:46:15,2183,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-27 02:27:04,2894,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-03 10:10:14,2559,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-17 09:32:02,2082,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-07-05 17:10:00,1322,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-19 14:56:54,1028,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-24 08:11:48,2873,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-14 11:52:36,1088,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-04 15:22:33,2439,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-05 20:41:28,1366,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-05 19:05:57,2323,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-07 08:21:39,2297,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-05 10:38:54,2692,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-23 07:21:43,1896,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-07 22:25:46,2578,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-04 18:34:47,1348,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-19 04:39:20,2907,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-08 20:00:17,2038,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-02 19:21:56,2273,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-12 13:46:02,2228,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-31 16:37:22,2153,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-14 09:59:21,1812,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-24 14:02:12,1336,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-26 19:55:30,2232,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-21 04:00:10,1604,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-18 16:57:22,1550,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-15 03:56:34,1468,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-16 07:42:25,2076,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-01 00:46:50,1606,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-05-15 12:47:32,2376,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-27 04:19:22,2663,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-05-14 01:59:55,1210,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-07-14 04:17:46,2990,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-07-05 01:32:09,2580,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-07-27 12:34:17,2422,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-10 07:43:43,2649,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-17 10:23:40,2680,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-07-11 23:27:27,2435,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-24 04:08:17,1819,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-14 05:31:24,2766,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-28 03:27:25,2893,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-03 20:03:37,1432,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-03 08:35:43,2222,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-03 06:50:32,2303,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-21 11:17:50,1378,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-26 23:11:23,2621,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-15 23:51:59,2148,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-18 02:43:38,1666,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-05-18 17:21:26,2214,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-06 16:26:34,1227,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-14 04:57:38,1615,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-07-14 20:07:35,2040,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-07 11:35:42,2721,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-06 17:32:20,2242,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-09 18:41:27,1654,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-25 16:37:53,2982,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-18 12:56:26,1713,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-09 15:46:03,1417,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-22 01:33:49,1575,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-25 21:53:52,2246,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-30 11:05:40,2280,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-03 09:05:09,1640,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-14 11:25:27,2740,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-05-10 08:24:30,2455,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-01 06:15:16,2034,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-13 16:58:43,2131,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-21 01:10:28,1917,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-04 01:19:00,1469,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-11 00:16:09,2397,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-05-03 19:09:31,2070,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-14 12:56:26,1897,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-17 00:14:45,1285,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-21 06:08:39,2575,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-05-29 05:18:55,1683,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-08 10:14:06,2387,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-05-18 05:30:16,1841,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-07-14 13:24:09,2475,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-18 22:30:54,2142,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-25 02:46:41,2984,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-07-11 21:17:45,1281,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-05-23 16:26:46,1590,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-03 11:51:42,1094,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-05 17:09:46,2993,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-28 00:05:29,2244,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-16 07:44:27,2497,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-03 12:31:36,1011,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-07 10:00:23,2620,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-04 04:45:33,1906,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-16 19:27:09,1318,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-07-14 23:23:52,2878,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-27 10:09:44,1706,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-07-13 08:45:50,1618,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-01 00:02:11,1240,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-07-05 18:32:04,2455,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-04 23:13:56,1027,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-27 13:00:53,1410,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-07-14 03:45:34,2760,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-05-07 12:38:47,2914,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-26 01:25:11,2790,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-30 12:55:46,2760,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-07-08 06:31:57,1313,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-05-06 22:05:23,1934,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-04 15:39:10,2733,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-04-27 13:17:31,1885,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-19 15:01:39,1767,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-08-06 15:32:41,1420,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-03-07 23:23:53,2169,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-05-15 13:24:27,1227,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
2015-06-26 18:21:01,1111,0eaSDIJEs,,FL0062234,El,G01Libertad,Cafe
